date,open,high,low,close,volume
2024-11-01T21:30:00Z,68960.51,69154,68854.5,68972.41,260.63254
2024-11-01T21:45:00Z,68972.41,69312.88,68972.4,69263.99,78.88682
2024-11-01T22:00:00Z,69264,69415.62,69253.88,69410,131.68313
2024-11-01T22:15:00Z,69410.01,69438,69234,69274.01,108.90064
2024-11-01T22:30:00Z,69274.01,69455.28,69250,69440,95.57351
2024-11-01T22:45:00Z,69440,69455.95,69402,69440.01,45.81107
2024-11-01T23:00:00Z,69440.01,69580,69364,69571.57,131.79591
2024-11-01T23:15:00Z,69571.5,69627,69461.03,69559.99,80.53091
2024-11-01T23:30:00Z,69560,69560,69479.9,69489.83,60.99193
2024-11-01T23:45:00Z,69489.83,69560,69472,69496.01,81.25162
2024-11-02T00:00:00Z,69496,69646.8,69479.91,69632.01,167.59805
2024-11-02T00:15:00Z,69632,69660,69500,69628.01,293.16898
2024-11-02T00:30:00Z,69628.01,69631.5,69564.83,69606.81,61.83709
2024-11-02T00:45:00Z,69606.81,69675.92,69600,69665.99,76.19426
2024-11-02T01:00:00Z,69665.99,69696.97,69590.44,69600,131.96883
2024-11-02T01:15:00Z,69600,69600.01,69506.72,69576.56,131.18728
2024-11-02T01:30:00Z,69576.57,69671,69528.91,69670.99,50.26717
2024-11-02T01:45:00Z,69670.99,69689.95,69632.57,69668.1,52.86602
2024-11-02T02:00:00Z,69668.1,69757.58,69668.09,69746,118.80267
2024-11-02T02:15:00Z,69746.01,69914.37,69746,69896.01,234.96081
2024-11-02T02:30:00Z,69896,69896,69790.34,69806,73.13553
2024-11-02T02:45:00Z,69806,69806,69655.47,69661.96,185.79685
2024-11-02T03:00:00Z,69661.95,69787.74,69661.95,69759.21,58.01024
2024-11-02T03:15:00Z,69759.22,69762,69672,69676.11,62.76575
2024-11-02T03:30:00Z,69676.12,69714.02,69618.53,69683.66,100.48155
2024-11-02T03:45:00Z,69683.27,69699,69563.22,69599.99,89.9384
2024-11-02T04:00:00Z,69599.99,69599.99,69523.78,69577.99,100.50962
2024-11-02T04:15:00Z,69578,69627.9,69528,69536,51.35152
2024-11-02T04:30:00Z,69536,69554,69468.05,69487.98,89.42012
2024-11-02T04:45:00Z,69487.98,69585.99,69470.49,69568,78.85374
2024-11-02T05:00:00Z,69568,69575.07,69446,69575.07,78.78888
2024-11-02T05:15:00Z,69575.07,69654.71,69575.06,69578.11,73.31237
2024-11-02T05:30:00Z,69578.11,69705.43,69556,69680,73.90977
2024-11-02T05:45:00Z,69680.01,69727.28,69650,69710,65.00236
2024-11-02T06:00:00Z,69709.99,69748.16,69645.21,69645.21,63.96634
2024-11-02T06:15:00Z,69645.21,69645.22,69576.32,69640.01,68.78421
2024-11-02T06:30:00Z,69640.01,69674,69587.98,69660,73.28468
2024-11-02T06:45:00Z,69660,69744.86,69659.99,69744.86,69.2442
2024-11-02T07:00:00Z,69744.86,69763.79,69708,69732.99,142.48981
2024-11-02T07:15:00Z,69733,69746,69684,69691.99,59.80971
2024-11-02T07:30:00Z,69692,69816.76,69682,69734.91,108.12177
2024-11-02T07:45:00Z,69734.9,69823.94,69728,69813.91,101.29851
2024-11-02T08:00:00Z,69813.91,69838.62,69730,69730.01,92.49223
2024-11-02T08:15:00Z,69730,69736,69642.85,69642.85,72.91771
2024-11-02T08:30:00Z,69642.85,69691.5,69580.81,69610,73.68483
2024-11-02T08:45:00Z,69610,69682,69609.42,69630.95,61.95944
2024-11-02T09:00:00Z,69630.95,69651.86,69546.39,69621.99,102.97406
2024-11-02T09:15:00Z,69621.99,69650,69586.8,69647.12,84.51313
2024-11-02T09:30:00Z,69647.12,69670,69618.53,69666.66,62.22748
2024-11-02T09:45:00Z,69666.66,69669.3,69510.91,69558.86,98.70356
2024-11-02T10:00:00Z,69558.86,69558.87,69439.9,69481.99,129.79902
2024-11-02T10:15:00Z,69482,69552.87,69426,69432.95,89.3941
2024-11-02T10:30:00Z,69432.95,69575.76,69417.88,69567.14,83.74405
2024-11-02T10:45:00Z,69567.14,69628,69546.84,69623.63,56.17978
2024-11-02T11:00:00Z,69623.63,69632.87,69589.96,69589.96,62.78378
2024-11-02T11:15:00Z,69589.96,69684.09,69588.83,69630,87.39425
2024-11-02T11:30:00Z,69630.01,69672,69630,69646.48,33.56924
2024-11-02T11:45:00Z,69646.49,69701.68,69576,69608,87.26364
2024-11-02T12:00:00Z,69608,69680,69600,69636.37,44.2983
2024-11-02T12:15:00Z,69636.36,69656.15,69520,69529.32,67.26971
2024-11-02T12:30:00Z,69529.32,69626,69479.9,69573.37,146.37531
2024-11-02T12:45:00Z,69573.38,69599.99,69390.09,69459.05,226.80622
2024-11-02T13:00:00Z,69459.05,69562.5,69393.22,69529.99,238.78528
2024-11-02T13:15:00Z,69530,69711.59,69529.99,69679.99,285.89479
2024-11-02T13:30:00Z,69679.99,69680,69438.84,69581.93,242.39302
2024-11-02T13:45:00Z,69581.92,69592,69358.87,69365.99,148.95591
2024-11-02T14:00:00Z,69366,69437.85,69248,69309.3,414.21327
2024-11-02T14:15:00Z,69309.3,69323.87,69099.96,69151.19,316.92451
2024-11-02T14:30:00Z,69151.2,69253.16,69120,69143.57,248.54318
2024-11-02T14:45:00Z,69143.57,69268.13,69000.14,69263.48,296.18791
2024-11-02T15:00:00Z,69263.49,69279.23,69139.9,69206.01,263.79998
2024-11-02T15:15:00Z,69206.01,69369.75,69172.44,69348,168.23717
2024-11-02T15:30:00Z,69348,69450.01,69280.27,69283.98,128.78305
2024-11-02T15:45:00Z,69283.98,69440,69280.68,69393.17,127.66343
2024-11-02T16:00:00Z,69393.18,69478.5,69359.3,69380.72,114.93827
2024-11-02T16:15:00Z,69380.72,69478,69321.99,69472.01,74.09152
2024-11-02T16:30:00Z,69472.01,69593.59,69472,69580.01,251.32915
2024-11-02T16:45:00Z,69580,69616,69550,69587.98,69.16544
2024-11-02T17:00:00Z,69587.98,69600,69474,69552,155.02446
2024-11-02T17:15:00Z,69552,69552.01,69443.54,69450.49,100.727
2024-11-02T17:30:00Z,69450.49,69520.56,69340,69340.01,89.14504
2024-11-02T17:45:00Z,69340,69432,69340,69401.99,62.71058
2024-11-02T18:00:00Z,69401.99,69429.44,69215,69275,198.70371
2024-11-02T18:15:00Z,69275,69342.63,69255,69286,42.56239
2024-11-02T18:30:00Z,69285.99,69477.15,69280,69464,69.7456
2024-11-02T18:45:00Z,69464.01,69481.48,69412,69422.93,59.17691
2024-11-02T19:00:00Z,69422.94,69495.14,69384,69465.99,47.66173
2024-11-02T19:15:00Z,69466,69487.84,69440,69455.94,33.22055
2024-11-02T19:30:00Z,69455.94,69532,69455.93,69531.99,127.18898
2024-11-02T19:45:00Z,69532,69562,69502,69510,58.12652
2024-11-02T20:00:00Z,69510,69551.32,69462.29,69545.45,61.8972
2024-11-02T20:15:00Z,69545.46,69568.23,69508.23,69519.98,43.26994
2024-11-02T20:30:00Z,69519.99,69560,69484,69556,41.75296
2024-11-02T20:45:00Z,69556.01,69571.99,69505.23,69540,46.52977
2024-11-02T21:00:00Z,69539.99,69560,69450,69450.01,39.99265
2024-11-02T21:15:00Z,69450,69466.11,69449.84,69466,34.38315
2024-11-02T21:30:00Z,69466,69514.29,69450,69464,44.30178
2024-11-02T21:45:00Z,69463.99,69464,69442,69442,20.92433
2024-11-02T22:00:00Z,69442.01,69550.68,69363.08,69515.15,105.61146
2024-11-02T22:15:00Z,69515.16,69528,69452,69472,42.31524
2024-11-02T22:30:00Z,69471.99,69498.58,69452.67,69498.58,27.41283
2024-11-02T22:45:00Z,69498.58,69498.58,69408.5,69434,37.39406
2024-11-02T23:00:00Z,69434,69446,69187.06,69278,191.28714
2024-11-02T23:15:00Z,69277.99,69293.99,69149,69174.01,167.30458
2024-11-02T23:30:00Z,69174.01,69258,69166,69248.99,61.95843
2024-11-02T23:45:00Z,69249,69376.13,69248.99,69374.74,169.96063
2024-11-03T00:00:00Z,69374.74,69391,69206.89,69368.01,193.4511
2024-11-03T00:15:00Z,69368.01,69368.01,69272.12,69303.4,77.65489
2024-11-03T00:30:00Z,69303.4,69359.99,69172.2,69222.99,119.57687
2024-11-03T00:45:00Z,69223,69272,69159.76,69159.76,74.13791
2024-11-03T01:00:00Z,69159.77,69204,69100.01,69110.9,148.0037
2024-11-03T01:15:00Z,69110.91,69167.7,69001.99,69118.68,342.70825
2024-11-03T01:30:00Z,69118.68,69189.7,69078.46,69146.79,183.73408
2024-11-03T01:45:00Z,69146.8,69225.03,69000.21,69010.13,201.92006
2024-11-03T02:00:00Z,69010.14,69028.72,68633.49,68686,828.29411
2024-11-03T02:15:00Z,68686,68730,68186.03,68232.01,1124.18526
2024-11-03T02:30:00Z,68232,68356.62,67864.16,68113.39,1073.00022
2024-11-03T02:45:00Z,68113.39,68287.3,67900,68214.91,530.38925
2024-11-03T03:00:00Z,68214.91,68454.55,68018.79,68379.5,435.09987
2024-11-03T03:15:00Z,68379.51,68430,68262,68272,217.3417
2024-11-03T03:30:00Z,68272,68382,68223.22,68373.74,159.3719
2024-11-03T03:45:00Z,68373.74,68441.43,68368.21,68379.89,137.54003
2024-11-03T04:00:00Z,68379.9,68452,68303.99,68435.12,118.47488
2024-11-03T04:15:00Z,68435.11,68562.55,68422,68548.87,179.03972
2024-11-03T04:30:00Z,68548.88,68696.97,68548.87,68551.43,223.06298
2024-11-03T04:45:00Z,68551.43,68630.8,68510,68592.01,129.93802
2024-11-03T05:00:00Z,68592,68693.99,68528.22,68666.67,174.78427
2024-11-03T05:15:00Z,68666.66,68672.54,68484.84,68484.84,75.51699
2024-11-03T05:30:00Z,68484.84,68592.91,68430,68564,92.72086
2024-11-03T05:45:00Z,68564,68573,68428.54,68432,95.32709
2024-11-03T06:00:00Z,68432,68519.99,68400,68418.65,91.06509
2024-11-03T06:15:00Z,68418.66,68530.5,68407.99,68478.96,87.9039
2024-11-03T06:30:00Z,68478.96,68626,68454.54,68622.01,78.94591
2024-11-03T06:45:00Z,68622,68771.58,68560.09,68569.99,163.98251
2024-11-03T07:00:00Z,68570,68703.68,68521.44,68693.01,126.72814
2024-11-03T07:15:00Z,68693.01,68696,68453,68454,121.96468
2024-11-03T07:30:00Z,68454,68460,68407.99,68428.7,85.37012
2024-11-03T07:45:00Z,68428.7,68483.75,68379.9,68397.42,116.81674
2024-11-03T08:00:00Z,68397.42,68427.49,68299.62,68349.99,154.606
2024-11-03T08:15:00Z,68349.99,68406.83,68300.32,68406.83,132.00832
2024-11-03T08:30:00Z,68406.83,68520,68373.69,68502.3,230.58854
2024-11-03T08:45:00Z,68502.29,68603.58,68480,68480.01,197.1103
2024-11-03T09:00:00Z,68480.01,68523.32,68432,68521.31,96.88906
2024-11-03T09:15:00Z,68521.31,68527.78,68399.9,68402.01,132.59177
2024-11-03T09:30:00Z,68402.01,68420,68220.57,68248,142.22993
2024-11-03T09:45:00Z,68248,68315.02,68200.01,68242.43,180.98852
2024-11-03T10:00:00Z,68242.43,68390.74,68242.42,68390.74,173.80685
2024-11-03T10:15:00Z,68390.74,68564,68343.03,68563.99,320.96427
2024-11-03T10:30:00Z,68563.99,68571.94,68424.49,68548.01,172.71038
2024-11-03T10:45:00Z,68548.01,68564.57,68429,68441.99,66.55267
2024-11-03T11:00:00Z,68442,68560,68361.93,68556.02,148.07746
2024-11-03T11:15:00Z,68556.02,68589.5,68474,68496,87.63412
2024-11-03T11:30:00Z,68495.99,68496,68356.01,68402.03,119.45681
2024-11-03T11:45:00Z,68402.03,68432,68316.52,68358.86,104.58849
2024-11-03T12:00:00Z,68358.86,68431.62,68316.5,68350,117.91886
2024-11-03T12:15:00Z,68350,68500.12,68269.7,68491.26,184.07216
2024-11-03T12:30:00Z,68491.26,68544,68434,68539.63,138.10907
2024-11-03T12:45:00Z,68539.64,68560,68469.66,68486.05,113.62682
2024-11-03T13:00:00Z,68486.04,68504.92,68312.34,68337.28,189.3344
2024-11-03T13:15:00Z,68337.28,68393,68271.96,68375.63,235.82751
2024-11-03T13:30:00Z,68375.63,68379.33,68180,68224,323.97158
2024-11-03T13:45:00Z,68224,68224,67972,68048.13,592.37829
2024-11-03T14:00:00Z,68048.13,68187.5,67924,68060,442.1167
2024-11-03T14:15:00Z,68060,68134,67672,67709.99,630.29097
2024-11-03T14:30:00Z,67710,68000,67686,67711.99,589.96476
2024-11-03T14:45:00Z,67711.99,67932.32,67588.61,67777,602.39077
2024-11-03T15:00:00Z,67776.99,67913.65,67601,67734,512.4824
2024-11-03T15:15:00Z,67734,67774,67570,67624.59,335.06282
2024-11-03T15:30:00Z,67624.6,67758.93,67478.73,67692.05,475.18298
2024-11-03T15:45:00Z,67692.05,68222,67564.76,68090.9,560.04965
2024-11-03T16:00:00Z,68090.91,68547.98,68054,68454.55,693.65501
2024-11-03T16:15:00Z,68454.55,68534.25,68362,68414.82,371.71264
2024-11-03T16:30:00Z,68414.82,68423.18,68092,68232.09,869.31041
2024-11-03T16:45:00Z,68232.1,68272.73,68134.01,68152.01,189.32884
2024-11-03T17:00:00Z,68152,68456,68132.16,68417.53,219.14463
2024-11-03T17:15:00Z,68417.52,68462,68286.44,68367.5,141.30165
2024-11-03T17:30:00Z,68367.5,68482,68367.49,68416.09,198.85515
2024-11-03T17:45:00Z,68416.08,68416.09,68275,68359.98,175.29826
2024-11-03T18:00:00Z,68359.98,68446,68358,68360.99,130.71791
2024-11-03T18:15:00Z,68361,68365.22,68282,68304.01,157.49894
2024-11-03T18:30:00Z,68304.01,68304.01,67907.22,67913.54,354.01828
2024-11-03T18:45:00Z,67913.55,68060.32,67667.21,68018,511.9292
2024-11-03T19:00:00Z,68018,68358.76,68000,68351.76,186.37117
2024-11-03T19:15:00Z,68351.75,68508,68279.9,68456.25,169.25281
2024-11-03T19:30:00Z,68456.25,68693.81,68414.76,68640,260.04636
2024-11-03T19:45:00Z,68640,68689.31,68585.4,68679,182.79053
2024-11-03T20:00:00Z,68679,68800,68531,68560,208.87777
2024-11-03T20:15:00Z,68560,68655.5,68499.9,68624.25,91.51527
2024-11-03T20:30:00Z,68624.25,68937.33,68613.66,68789.6,555.23969
2024-11-03T20:45:00Z,68789.01,68979.76,68780,68970.07,210.69463
2024-11-03T21:00:00Z,68970.06,69199.66,68966.65,69044.51,394.95281
2024-11-03T21:15:00Z,69044.5,69338.99,69044.5,69321.98,444.79791
2024-11-03T21:30:00Z,69321.97,69358,69088,69225.99,324.07633
2024-11-03T21:45:00Z,69226,69234,69092.87,69145.35,130.78036
2024-11-03T22:00:00Z,69145.35,69301,69114,69202.34,161.30307
2024-11-03T22:15:00Z,69202.33,69222,69082.43,69082.44,80.56914
2024-11-03T22:30:00Z,69082.43,69108.81,68784.1,68883.52,192.38685
2024-11-03T22:45:00Z,68883.52,69004,68811.06,68880.01,125.82046
2024-11-03T23:00:00Z,68880,68909.1,68492.82,68749.99,405.97916
2024-11-03T23:15:00Z,68750,68810.09,68575.76,68800,269.25236
2024-11-03T23:30:00Z,68800.01,68897.89,68689.39,68796.97,168.70196
2024-11-03T23:45:00Z,68796.97,68915,68724,68775.99,107.88854
2024-11-04T00:00:00Z,68775.99,68775.99,68588.12,68641.37,182.93017
2024-11-04T00:15:00Z,68641.37,68700,68524,68529.15,157.72021
2024-11-04T00:30:00Z,68529.14,68600,68240.61,68416.01,328.17962
2024-11-04T00:45:00Z,68416.01,68712,68359.9,68712,193.10595
2024-11-04T01:00:00Z,68712,68841.48,68568,68708.01,240.33706
2024-11-04T01:15:00Z,68708,69037.03,68648,68830.01,342.89036
2024-11-04T01:30:00Z,68830,68964,68684,68821.57,213.90538
2024-11-04T01:45:00Z,68821.58,69004.26,68756.31,68970.01,175.62542
2024-11-04T02:00:00Z,68970,69118.21,68884,68891.99,183.94031
2024-11-04T02:15:00Z,68892,69173.21,68882,69173.21,167.07108
2024-11-04T02:30:00Z,69173.21,69254,69083.33,69164,364.56681
2024-11-04T02:45:00Z,69164,69338.58,69138.88,69305.56,216.59877
2024-11-04T03:00:00Z,69305.55,69500,69157.42,69200.01,342.85526
2024-11-04T03:15:00Z,69200,69232,69122,69166.67,155.6565
2024-11-04T03:30:00Z,69166.66,69248,69086,69151,96.87175
2024-11-04T03:45:00Z,69151,69193.29,69004,69047.86,169.56419
2024-11-04T04:00:00Z,69047.86,69180,69047.85,69170,126.07986
2024-11-04T04:15:00Z,69170.01,69346.28,69134.44,69346.28,175.57757
2024-11-04T04:30:00Z,69346.27,69401.55,69126,69165.68,160.15283
2024-11-04T04:45:00Z,69165.68,69231.41,69089.99,69150.31,99.37787
2024-11-04T05:00:00Z,69150.3,69166.67,69056,69131.01,127.77907
2024-11-04T05:15:00Z,69131.01,69177.37,68974,68974,162.75738
2024-11-04T05:30:00Z,68974,69030,68854,68854,217.96487
2024-11-04T05:45:00Z,68854.01,68867.11,68699.9,68820.01,209.31054
2024-11-04T06:00:00Z,68820.01,69070,68820,68991.99,201.18441
2024-11-04T06:15:00Z,68992,69150,68975.9,69096.38,174.45099
2024-11-04T06:30:00Z,69096.38,69096.38,68965.85,68992,154.58275
2024-11-04T06:45:00Z,68992.01,69170.01,68934,69126.18,190.39753
2024-11-04T07:00:00Z,69126.18,69175.97,69016,69030.01,135.15396
2024-11-04T07:15:00Z,69030.01,69055.94,68916,68926.01,105.55876
2024-11-04T07:30:00Z,68926,68926.01,68738,68756.01,300.07505
2024-11-04T07:45:00Z,68756,68756,68618,68618,212.85471
2024-11-04T08:00:00Z,68618,68755.24,68579.9,68683.99,218.56798
2024-11-04T08:15:00Z,68683.99,68726.94,68563.79,68640.01,150.37263
2024-11-04T08:30:00Z,68640,68640.01,68500,68527.99,186.29823
2024-11-04T08:45:00Z,68527.99,68705.7,68470,68699.99,250.05623
2024-11-04T09:00:00Z,68699.98,68850,68693.25,68850,222.37272
2024-11-04T09:15:00Z,68849.99,68924,68750,68750.01,176.71139
2024-11-04T09:30:00Z,68750,68750.01,68480.01,68648,224.91108
2024-11-04T09:45:00Z,68648.01,68694.45,68576,68640.83,216.07761
2024-11-04T10:00:00Z,68640.83,68870.68,68602,68810.44,216.30952
2024-11-04T10:15:00Z,68810.43,68921.28,68761,68761.31,285.70459
2024-11-04T10:30:00Z,68761.3,68910.32,68750,68900.01,156.83009
2024-11-04T10:45:00Z,68900,68911.22,68766,68834.05,113.43271
2024-11-04T11:00:00Z,68834.04,68900.89,68700,68839.43,201.54545
2024-11-04T11:15:00Z,68839.42,69036,68764,68777.99,224.71702
2024-11-04T11:30:00Z,68778,68851.44,68750,68799.99,97.38407
2024-11-04T11:45:00Z,68800,68892,68762,68792.71,120.39041
2024-11-04T12:00:00Z,68792.72,68979.44,68739.9,68915.64,174.37169
2024-11-04T12:15:00Z,68915.64,69014,68873.64,68934.01,222.57568
2024-11-04T12:30:00Z,68934,68984.5,68823.38,68878.65,145.38371
2024-11-04T12:45:00Z,68878.66,69019.16,68868.81,68978.2,251.80056
2024-11-04T13:00:00Z,68978.19,69247.52,68950.01,69154.23,312.38404
2024-11-04T13:15:00Z,69154.23,69264.52,69076,69087.99,302.51677
2024-11-04T13:30:00Z,69088,69166.67,68864,68890,383.56682
2024-11-04T13:45:00Z,68889.99,68962.04,68650,68662.39,436.43228
2024-11-04T14:00:00Z,68662.39,68688,68511,68587.99,526.10377
2024-11-04T14:15:00Z,68587.99,68722,68522,68646.33,390.39336
2024-11-04T14:30:00Z,68646.33,68680,68272,68382.57,913.86456
2024-11-04T14:45:00Z,68382.57,68488.12,68202.99,68394.01,683.28339
2024-11-04T15:00:00Z,68394.01,68509.46,68257.57,68257.57,637.76901
2024-11-04T15:15:00Z,68257.58,68498,68234,68470,374.40824
2024-11-04T15:30:00Z,68470,68480,68328,68426,353.48516
2024-11-04T15:45:00Z,68425.99,68758,68330,68646.01,394.55896
2024-11-04T16:00:00Z,68646.01,68814.32,68466,68651.88,375.7185
2024-11-04T16:15:00Z,68651.87,68651.88,68236.61,68282.01,384.89898
2024-11-04T16:30:00Z,68282,68340,67841.1,67966,910.4094
2024-11-04T16:45:00Z,67966.01,68047.42,67613.91,67756,962.44923
2024-11-04T17:00:00Z,67756,67756,67432.76,67448,966.8749
2024-11-04T17:15:00Z,67448,67880,67251.5,67798,896.92343
2024-11-04T17:30:00Z,67798,67934.39,67675.64,67810,290.06768
2024-11-04T17:45:00Z,67810,67897.93,67720,67830,161.90382
2024-11-04T18:00:00Z,67830,67858.78,67535.96,67688,387.90271
2024-11-04T18:15:00Z,67688,68098.05,67659.9,67784.02,322.86535
2024-11-04T18:30:00Z,67784.02,67856.69,67644.94,67678,253.41861
2024-11-04T18:45:00Z,67678,67740,67640,67651.81,162.72196
2024-11-04T19:00:00Z,67651.81,68100,67642.07,68020.01,348.27533
2024-11-04T19:15:00Z,68020,68067.73,67904.87,67977.87,193.08555
2024-11-04T19:30:00Z,67977.88,67977.88,67814.25,67838,252.11375
2024-11-04T19:45:00Z,67838,67950,67820,67856,152.97515
2024-11-04T20:00:00Z,67856.01,67856.01,67680.76,67684,270.0646
2024-11-04T20:15:00Z,67684,67744,67579.9,67666,199.00604
2024-11-04T20:30:00Z,67666,67678,67465.07,67568.36,350.40427
2024-11-04T20:45:00Z,67568.37,67596.45,67316,67348,494.11362
2024-11-04T21:00:00Z,67347.99,67553.68,67334,67505.73,289.82904
2024-11-04T21:15:00Z,67505.72,67622,67092,67492,682.76827
